-9.558376783570536,-9.558376783570536,-9.558376036504482,-9.558376100071225,-9.558376532394485,-9.558377628347824,-9.558379199472924,-9.558381182820328,-9.558383412602225,-9.558385753139955,-9.558388066754087,-9.558390244623022,-9.558392204481216,-9.5583938959626,-9.55839529753677,-9.558396412519649,-9.5583972622953,-9.558397878764703,-9.558398296528473,-9.558398545839193,-9.558398646992032,-9.558398606735931,-9.558398417040207,-9.558398056339634,-9.558397493136713,-9.558396691627465,-9.558395618771236,-9.558394252134951,-9.55839258748359,-9.558390645598132,-9.558388476336173,-9.558386161733239,-9.55838381081182,-9.558381561823934,-9.55837955183979,-9.55837794824613,-9.558376817472114,-9.558376350177463,-9.55837625895602,-9.558376985327875,-9.558376985327875,
-9.558376783570536,-9.558376783570536,-9.558376036504482,-9.558376100071225,-9.558376532394485,-9.558377628347824,-9.558379199472924,-9.558381182820328,-9.558383412602225,-9.558385753139955,-9.558388066754087,-9.558390244623022,-9.558392204481216,-9.5583938959626,-9.55839529753677,-9.558396412519649,-9.5583972622953,-9.558397878764703,-9.558398296528473,-9.558398545839193,-9.558398646992032,-9.558398606735931,-9.558398417040207,-9.558398056339634,-9.558397493136713,-9.558396691627465,-9.558395618771236,-9.558394252134951,-9.55839258748359,-9.558390645598132,-9.558388476336173,-9.558386161733239,-9.55838381081182,-9.558381561823934,-9.55837955183979,-9.55837794824613,-9.558376817472114,-9.558376350177463,-9.55837625895602,-9.558376985327875,-9.558376985327875,
-9.55837791473588,-9.55837791473588,-9.558377142323266,-9.558377338819174,-9.558377786171947,-9.5583788113868,-9.55838020670045,-9.558381949503646,-9.558383906800145,-9.55838598134781,-9.558388065405103,-9.558390072019971,-9.558391929999424,-9.558393589841346,-9.558395021654977,-9.558396213304304,-9.55839716623271,-9.558397890815332,-9.558398401389736,-9.558398711740566,-9.55839883147051,-9.558398763670603,-9.558398504119662,-9.558398042100633,-9.558397362747385,-9.558396450692804,-9.55839529460753,-9.558393892194966,-9.558392254874857,-9.55839041198911,-9.558388412720596,-9.558386328183087,-9.55838424563369,-9.558382273362453,-9.558380509898585,-9.558379089348058,-9.558378037373002,-9.5583775622219,-9.558377344214252,-9.558378095812715,-9.558378095812715,
-9.558378478401522,-9.558378478401522,-9.558377509727041,-9.558377726443855,-9.55837818240651,-9.55837923674507,-9.558380645903771,-9.558382392524228,-9.55838434370985,-9.558386409142953,-9.558388487016314,-9.558390495733304,-9.558392367283757,-9.558394052998246,-9.558395521445856,-9.558396756973838,-9.558397756154998,-9.558398523896914,-9.558399069265262,-9.558399401693734,-9.558399527936887,-9.558399450114349,-9.55839916503988,-9.558398664908687,-9.558397939270764,-9.558396978096903,-9.558395775591558,-9.558394334393029,-9.558392669497842,-9.558390811837382,-9.558388809797695,-9.558386731313778,-9.558384658269507,-9.55838269291403,-9.558380926761398,-9.55837949342439,-9.558378413308318,-9.558377929064958,-9.558377690392813,-9.558378631506251,-9.558378631506251,
-9.55837886747765,-9.55837886747765,-9.558377789115033,-9.558378069255799,-9.558378587118826,-9.558379717948105,-9.55838118653485,-9.558382976941386,-9.558384957124945,-9.55838704358275,-9.558389141540122,-9.558391175628898,-9.558393081934941,-9.558394813171166,-9.558396336593349,-9.558397632889568,-9.558398693343182,-9.558399516796518,-9.558400106400196,-9.55840046667145,-9.558400601134478,-9.558400510806758,-9.558400193682065,-9.558399645264467,-9.558398860099851,-9.558397834154151,-9.558396567776775,-9.558395068971997,-9.55839335646568,-9.558391462558276,-9.55838943429114,-9.55838733549997,-9.558385241808843,-9.558383248290992,-9.55838143952603,-9.558379947773494,-9.558378792031636,-9.558378244886878,-9.558377941919591,-9.558378984336741,-9.558378984336741,
-9.558378686994246,-9.558378686994246,-9.558377595276614,-9.55837798319456,-9.558378642553292,-9.55837994020319,-9.5583815787507,-9.558383531442576,-9.558385660777061,-9.558387880857573,-9.558390097668974,-9.558392237347068,-9.55839423802256,-9.55839605392909,-9.558397653185125,-9.558399016461534,-9.558400134300596,-9.5584010042894,-9.558401628137146,-9.558402009050313,-9.558402149653041,-9.558402050656476,-9.558401710407656,-9.558401125357229,-9.558400291407422,-9.558399206009106,-9.558397870806965,-9.558396294580021,-9.558394496096184,-9.558392506802102,-9.558390372211031,-9.558388154069197,-9.558385926437692,-9.558383783471037,-9.558381812052714,-9.558380149437381,-9.558378825632174,-9.558378133744988,-9.558377720309387,-9.558378765984232,-9.558378765984232,
-9.55837793148338,-9.55837793148338,-9.558376976378767,-9.558377552115134,-9.558378460150651,-9.558380020645693,-9.558381928677647,-9.558384136920527,-9.558386502493095,-9.558388933263172,-9.558391334786888,-9.558393633582808,-9.558395769978684,-9.558397700516466,-9.558399395670326,-9.558400837975203,-9.558402019325317,-9.558402938113687,-9.558403596445181,-9.558403997654393,-9.558404144380004,-9.558404037336912,-9.558403674904389,-9.558403053553858,-9.558402169093213,-9.558401018608643,-9.558399602965496,-9.558397929610177,-9.558396015456339,-9.55839388958845,-9.558391595189413,-9.558389191750102,-9.55838675288165,-9.558384373001404,-9.558382145152308,-9.558380211510151,-9.558378622923614,-9.558377678377884,-9.558377073871675,-9.558377972515633,-9.558377972515633,
-9.55837645964676,-9.55837645964676,-9.55837581037611,-9.558376671965625,-9.558377961045984,-9.558379903677087,-9.558382204492343,-9.558384783120404,-9.558387491376791,-9.558390226003134,-9.55839289063931,-9.558395410791732,-9.558397729263046,-9.558399806054016,-9.558401616111228,-9.55840314650386,-9.558404393453461,-9.558405359100455,-9.55840604857524,-9.558406467405675,-9.558406619559745,-9.558406506201214,-9.558406125277891,-9.558405471948271,-9.558404539841266,-9.55840332302825,-9.558401818632762,-9.558400029771676,-9.558397968812855,-9.558395660341331,-9.558393144041643,-9.55839047685781,-9.558387733341522,-9.5583850096642,-9.558382409945148,-9.558380081240003,-9.558378107795418,-9.558376777471526,-9.558375883280227,-9.558376465524876,-9.558376465524876,
-9.558374184901727,-9.558374184901727,-9.55837404241271,-9.558375310891526,-9.558377140032592,-9.558379603135482,-9.558382434249426,-9.558385505531916,-9.55838866528767,-9.558391795060565,-9.55839479667524,-9.558397594449293,-9.558400135074436,-9.558402383938141,-9.558404323070382,-9.55840594693693,-9.55840725903086,-9.558408267994373,-9.558408984357815,-9.558409417660437,-9.558409574339514,-9.558409456391459,-9.55840906093502,-9.558408380661849,-9.55840740518957,-9.558406123185918,-9.558404525263713,-9.558402607251631,-9.558400374095532,-9.55839784325741,-9.558395048985336,-9.558392044255404,-9.55838890473594,-9.558385728256521,-9.55838263410368,-9.55837977244614,-9.558377275406214,-9.55837539992532,-9.558374094742232,-9.558374159732505,-9.558374159732505,
-9.558370983288693,-9.558370983288693,-9.558371585281419,-9.558373406731956,-9.558375966911258,-9.558379114675716,-9.558382636792688,-9.558386340300679,-9.558390072689726,-9.558393695970517,-9.558397111080613,-9.558400241653445,-9.558403040625551,-9.558405481584758,-9.55840755712925,-9.558409272756561,-9.558410642843713,-9.558411685831015,-9.558412420440638,-9.558412862334164,-9.558413021731816,-9.55841290190349,-9.558412498683891,-9.558411800969939,-9.558410792242675,-9.558409452959802,-9.558407763912626,-9.558405710015087,-9.558403285142617,-9.558400496137581,-9.558397368988913,-9.558393950343323,-9.558390316481644,-9.558386565969183,-9.558382837613292,-9.55837928202274,-9.558376096887963,-9.558373484979485,-9.558371622496896,-9.55837093253969,-9.55837093253969,
